178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
117,132,117,117,117,117,117,117,132,132,117,117,117,117,117,117,132,132,117,122,132,117,117,132,117,117,132,132,132,117,117,117,132,132,132,117,117,132,117,132,117,167,117,117,132,117,132,117,117,132
117,117,117,117,117,132,117,117,117,132,117,117,117,132,117,116,117,117,117,132,117,117,117,117,122,122,117,132,117,116,122,132,117,117,117,117,132,122,132,132,122,117,122,122,122,132,132,117,117,117
132,132,122,132,117,117,122,117,117,122,117,122,117,132,122,132,117,122,122,117,141,132,117,117,117,117,117,116,117,117,127,132,117,122,117,127,117,132,116,122,132,117,132,117,117,117,117,151,117,132
116,127,117,117,116,117,117,117,117,132,127,117,138,127,132,122,132,117,132,127,117,117,117,116,122,117,117,122,122,122,132,132,122,122,132,132,122,122,117,122,117,117,141,122,116,117,117,117,117,117
141,132,151,122,116,122,132,132,117,116,122,132,132,138,127,116,116,117,132,122,117,117,127,117,117,116,117,116,117,117,122,122,116,132,116,117,117,122,122,122,127,117,122,127,122,117,132,117,122,116
132,132,141,116,117,117,116,117,122,122,127,138,116,141,122,117,132,117,122,127,116,122,117,117,122,122,122,116,127,122,117,132,132,132,122,132,122,132,117,122,136,116,117,141,122,146,122,116,122,132
122,122,144,117,122,127,116,116,132,116,122,127,147,117,122,122,136,141,132,127,122,122,122,138,122,117,141,122,132,122,122,117,122,155,122,122,116,127,122,122,116,122,122,116,117,141,122,127,144,117
144,150,138,122,136,116,116,144,122,132,122,132,132,136,144,136,116,122,122,138,122,141,127,122,144,122,132,122,127,122,122,116,136,122,117,116,122,127,116,132,155,122,122,122,138,116,122,122,116,144
117,127,141,138,122,122,117,144,117,116,132,138,127,122,122,132,144,144,132,146,122,116,127,122,132,122,122,127,122,132,136,122,116,144,122,146,122,127,138,116,122,136,127,150,122,138,122,117,141,155
